##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
400.452181  	70.329528 
401.887493  	57.682761 
403.322806  	60.053707 
404.758118  	61.280871 
406.193431  	64.198626 
407.628743  	74.847991 
409.064056  	79.679666 
410.499368  	85.920534 
411.934681  	90.621289 
413.369993  	82.154303 
414.805306  	72.198126 
416.240618  	73.789371 
417.675931  	88.404600 
419.111243  	108.430527 
420.546556  	87.985022 
421.981868  	76.593367 
423.417180  	70.278141 
424.852493  	67.878428 
426.287805  	72.388059 
427.723118  	72.854496 
429.158430  	70.512810 
430.593743  	71.158081 
432.029055  	72.252091 
433.464368  	75.436413 
434.899680  	77.318944 
436.334993  	74.505436 
437.770305  	75.073498 
439.205618  	74.886537 
440.640930  	70.801302 
442.076243  	69.198236 
443.511555  	69.011552 
444.946868  	71.126122 
446.382180  	76.892204 
447.817493  	78.033495 
449.252805  	75.839788 
450.688118  	74.948892 
452.123430  	75.213722 
453.558742  	76.544769 
454.994055  	75.769987 
456.429367  	74.272391 
457.864680  	76.991475 
459.299992  	80.770243 
460.735305  	79.804902 
462.170617  	74.708723 
463.605930  	70.784064 
465.041242  	71.919315 
466.476555  	73.936837 
467.911867  	76.611141 
469.347180  	77.913715 
470.782492  	75.169565 
472.217805  	74.354226 
473.653117  	76.593242 
475.088430  	75.181520 
476.523742  	72.429005 
477.959055  	71.645258 
479.394367  	72.376252 
480.829680  	72.869650 
482.264992  	72.930752 
483.700304  	74.898064 
485.135617  	75.915725 
486.570929  	73.791920 
488.006242  	72.465366 
489.441554  	72.340868 
490.876867  	72.288004 
492.312179  	73.308266 
493.747492  	74.450639 
495.182804  	73.734318 
496.618117  	71.367282 
498.053429  	70.719973 
499.488742  	72.292971 
500.924054  	71.926727 
502.359367  	71.245323 
503.794679  	73.298089 
505.229992  	73.739183 
506.665304  	73.114139 
508.100617  	74.375371 
509.535929  	75.831331 
510.971242  	76.537336 
512.406554  	75.425272 
513.841866  	72.638986 
515.277179  	71.279920 
516.712491  	71.050370 
518.147804  	70.724160 
519.583116  	71.565933 
521.018429  	72.426760 
522.453741  	72.652082 
523.889054  	73.073741 
525.324366  	73.053354 
526.759679  	73.075558 
528.194991  	73.607106 
529.630304  	73.343488 
531.065616  	73.320826 
532.500929  	74.098168 
533.936241  	73.309421 
535.371554  	71.601805 
536.806866  	71.142644 
538.242179  	71.412546 
539.677491  	72.655856 
541.112804  	74.433816 
542.548116  	74.828824 
543.983428  	75.035915 
545.418741  	75.691976 
546.854053  	75.714734 
548.289366  	75.831650 
549.724678  	75.483965 
551.159991  	75.115826 
552.595303  	76.146891 
554.030616  	76.197743 
555.465928  	75.563217 
556.901241  	76.577707 
558.336553  	76.686452 
559.771866  	75.649313 
561.207178  	75.785415 
562.642491  	76.250459 
564.077803  	76.833041 
565.513116  	76.899667 
566.948428  	76.014542 
568.383741  	76.290726 
569.819053  	76.682763 
571.254366  	75.929494 
